state,party,year,stattype,value
Mecklenburg-Vorpommern,Die Linke.¹,2006,%,0.168
Mecklenburg-Vorpommern,FDP²,2006,%,0.096
Mecklenburg-Vorpommern,GRÜNE,2006,%,0.034
Mecklenburg-Vorpommern,NPD,2006,%,0.073
Mecklenburg-Vorpommern,AfD,2006,%,
Mecklenburg-Vorpommern,REP,2006,%,
Mecklenburg-Vorpommern,DVU,2006,%,
Mecklenburg-Vorpommern,PIRATEN,2006,%,
Mecklenburg-Vorpommern,Sonstige,2006,%,0.04
Mecklenburg-Vorpommern,Wahlbeteiligung,2011,%,0.515
Mecklenburg-Vorpommern,CDU,2011,%,0.23
Mecklenburg-Vorpommern,SPD,2011,%,0.35600000000000004
Mecklenburg-Vorpommern,Die Linke.¹,2011,%,0.184
Mecklenburg-Vorpommern,FDP²,2011,%,0.027999999999999997
Mecklenburg-Vorpommern,GRÜNE,2011,%,0.087
Mecklenburg-Vorpommern,NPD,2011,%,0.06
Mecklenburg-Vorpommern,AfD,2011,%,
Mecklenburg-Vorpommern,REP,2011,%,0.001
Mecklenburg-Vorpommern,DVU,2011,%,
Mecklenburg-Vorpommern,PIRATEN,2011,%,0.019
Mecklenburg-Vorpommern,Sonstige,2011,%,0.036000000000000004
Mecklenburg-Vorpommern,Wahlbeteiligung,2016,%,0.619
Mecklenburg-Vorpommern,CDU,2016,%,0.19
Mecklenburg-Vorpommern,SPD,2016,%,0.306
Mecklenburg-Vorpommern,Die Linke.¹,2016,%,0.132
Mecklenburg-Vorpommern,FDP²,2016,%,0.03
Mecklenburg-Vorpommern,GRÜNE,2016,%,0.048
Mecklenburg-Vorpommern,NPD,2016,%,0.03
Mecklenburg-Vorpommern,AfD,2016,%,0.20800000000000002
Mecklenburg-Vorpommern,REP,2016,%,
Mecklenburg-Vorpommern,DVU,2016,%,
Mecklenburg-Vorpommern,PIRATEN,2016,%,0.005
Mecklenburg-Vorpommern,Sonstige,2016,%,0.052000000000000005
Mecklenburg-Vorpommern,Wahlbeteiligung,2021,%,0.708
Mecklenburg-Vorpommern,CDU,2021,%,0.133
Mecklenburg-Vorpommern,SPD,2021,%,0.396
Mecklenburg-Vorpommern,Die Linke.¹,2021,%,0.099
Mecklenburg-Vorpommern,FDP²,2021,%,0.057999999999999996
Mecklenburg-Vorpommern,GRÜNE,2021,%,0.063
Mecklenburg-Vorpommern,NPD,2021,%,0.008
Mecklenburg-Vorpommern,AfD,2021,%,0.16699999999999998
Mecklenburg-Vorpommern,REP,2021,%,
Mecklenburg-Vorpommern,DVU,2021,%,
Mecklenburg-Vorpommern,PIRATEN,2021,%,0.004
Mecklenburg-Vorpommern,Sonstige,2021,%,0.07200000000000001
Bremen,Wahlbeteiligung,1946,%,0.852
Bremen,SPD,1946,%,0.47600000000000003
Bremen,CDU,1946,%,0.18899999999999997
Bremen,FDP2,1946,%,0.183
Bremen,GRÜNE3,1946,%,
Bremen,PDS/DIE LINKE4,1946,%,
Bremen,AfD,1946,%,
Bremen,KPD/DKP5,1946,%,0.115
Bremen,SRP/NPD/DVU6,1946,%,
Bremen,DP,1946,%,
Bremen,GB/BHE,1946,%,
Bremen,WdF,1946,%,
Bremen,AFB,1946,%,
Bremen,Schill,1946,%,
Bremen,BIW,1946,%,
Bremen,PIRATEN,1946,%,
Bremen,Sonstige,1946,%,0.037000000000000005
Bremen,Wahlbeteiligung,1947,%,0.6779999999999999
Bremen,SPD,1947,%,0.41700000000000004
Bremen,CDU,1947,%,0.22
Bremen,FDP2,1947,%,0.19399999999999998
Bremen,GRÜNE3,1947,%,
Bremen,PDS/DIE LINKE4,1947,%,
Bremen,AfD,1947,%,
Bremen,KPD/DKP5,1947,%,0.08800000000000001
Bremen,SRP/NPD/DVU6,1947,%,
Bremen,DP,1947,%,0.039
Bremen,GB/BHE,1947,%,
Bremen,WdF,1947,%,
Bremen,AFB,1947,%,
Bremen,Schill,1947,%,
Bremen,BIW,1947,%,
Bremen,PIRATEN,1947,%,
Bremen,Sonstige,1947,%,0.042
Bremen,Wahlbeteiligung,1951,%,0.833
Bremen,SPD,1951,%,0.391
Bremen,CDU,1951,%,0.091
Bremen,FDP2,1951,%,0.11800000000000001
Bremen,GRÜNE3,1951,%,
Bremen,PDS/DIE LINKE4,1951,%,
Bremen,AfD,1951,%,
Bremen,KPD/DKP5,1951,%,0.064
Bremen,SRP/NPD/DVU6,1951,%,0.077
Bremen,DP,1951,%,0.147
Bremen,GB/BHE,1951,%,0.055999999999999994
Bremen,WdF,1951,%,0.043
Bremen,AFB,1951,%,
Bremen,Schill,1951,%,
Bremen,BIW,1951,%,
Bremen,PIRATEN,1951,%,
Bremen,Sonstige,1951,%,0.013000000000000001
Bremen,Wahlbeteiligung,1955,%,0.84
Bremen,SPD,1955,%,0.478
Bremen,CDU,1955,%,0.18
Bremen,FDP2,1955,%,0.086
Bremen,GRÜNE3,1955,%,
Bremen,PDS/DIE LINKE4,1955,%,
Bremen,AfD,1955,%,
Bremen,KPD/DKP5,1955,%,0.05
Bremen,SRP/NPD/DVU6,1955,%,
Bremen,DP,1955,%,0.166
Bremen,GB/BHE,1955,%,0.028999999999999998
Bremen,WdF,1955,%,
Bremen,AFB,1955,%,
Bremen,Schill,1955,%,
Bremen,BIW,1955,%,
Bremen,PIRATEN,1955,%,
Bremen,Sonstige,1955,%,0.011000000000000001
Bremen,Wahlbeteiligung,1959,%,0.792
Bremen,SPD,1959,%,0.5489999999999999
Bremen,CDU,1959,%,0.14800000000000002
Bremen,FDP2,1959,%,0.07200000000000001
Bremen,GRÜNE3,1959,%,
Bremen,PDS/DIE LINKE4,1959,%,
Bremen,AfD,1959,%,
Bremen,KPD/DKP5,1959,%,
Bremen,SRP/NPD/DVU6,1959,%,
Bremen,DP,1959,%,0.145
Bremen,GB/BHE,1959,%,0.019
Bremen,WdF,1959,%,
Bremen,AFB,1959,%,
Bremen,Schill,1959,%,
Bremen,BIW,1959,%,
Bremen,PIRATEN,1959,%,
Bremen,Sonstige,1959,%,0.067
Bremen,Wahlbeteiligung,1963,%,0.7609999999999999
Bremen,SPD,1963,%,0.547
Bremen,CDU,1963,%,0.289
Bremen,FDP2,1963,%,0.084
Bremen,GRÜNE3,1963,%,
Bremen,PDS/DIE LINKE4,1963,%,
Bremen,AfD,1963,%,
Bremen,KPD/DKP5,1963,%,
Bremen,SRP/NPD/DVU6,1963,%,
Bremen,DP,1963,%,0.052000000000000005
Bremen,GB/BHE,1963,%,0.002
Bremen,WdF,1963,%,
Bremen,AFB,1963,%,
Bremen,Schill,1963,%,
Bremen,BIW,1963,%,
Bremen,PIRATEN,1963,%,
Bremen,Sonstige,1963,%,0.026000000000000002
Bremen,Wahlbeteiligung,1967,%,0.77
Bremen,SPD,1967,%,0.46
Bremen,CDU,1967,%,0.295
Bremen,FDP2,1967,%,0.105
Bremen,GRÜNE3,1967,%,
Bremen,PDS/DIE LINKE4,1967,%,
Bremen,AfD,1967,%,
Bremen,KPD/DKP5,1967,%,
Bremen,SRP/NPD/DVU6,1967,%,0.08800000000000001
Bremen,DP,1967,%,0.009000000000000001
Bremen,GB/BHE,1967,%,
Bremen,WdF,1967,%,
Bremen,AFB,1967,%,
Bremen,Schill,1967,%,
Bremen,BIW,1967,%,
Bremen,PIRATEN,1967,%,
Bremen,Sonstige,1967,%,0.048
Bremen,Wahlbeteiligung,1971,%,0.8
Bremen,SPD,1971,%,0.5529999999999999
Bremen,CDU,1971,%,0.316
Bremen,FDP2,1971,%,0.071
Bremen,GRÜNE3,1971,%,
Bremen,PDS/DIE LINKE4,1971,%,
Bremen,AfD,1971,%,
Bremen,KPD/DKP5,1971,%,0.031
Bremen,SRP/NPD/DVU6,1971,%,0.027999999999999997
Bremen,DP,1971,%,
Bremen,GB/BHE,1971,%,
Bremen,WdF,1971,%,
Bremen,AFB,1971,%,
Bremen,Schill,1971,%,
Bremen,BIW,1971,%,
Bremen,PIRATEN,1971,%,
Bremen,Sonstige,1971,%,0.001
Bremen,Wahlbeteiligung,1975,%,0.8220000000000001
Bremen,SPD,1975,%,0.488
Bremen,CDU,1975,%,0.33799999999999997
Bremen,FDP2,1975,%,0.13
Bremen,GRÜNE3,1975,%,
Bremen,PDS/DIE LINKE4,1975,%,
Bremen,AfD,1975,%,
Bremen,KPD/DKP5,1975,%,0.021
Bremen,SRP/NPD/DVU6,1975,%,0.011000000000000001
Bremen,DP,1975,%,
Bremen,GB/BHE,1975,%,
Bremen,WdF,1975,%,
Bremen,AFB,1975,%,
Bremen,Schill,1975,%,
Bremen,BIW,1975,%,
Bremen,PIRATEN,1975,%,
Bremen,Sonstige,1975,%,0.012
Bremen,Wahlbeteiligung,1979,%,0.785
Bremen,SPD,1979,%,0.494
Bremen,CDU,1979,%,0.319
Bremen,FDP2,1979,%,0.10800000000000001
Bremen,GRÜNE3,1979,%,0.051
Bremen,PDS/DIE LINKE4,1979,%,
Bremen,AfD,1979,%,
Bremen,KPD/DKP5,1979,%,0.008
Bremen,SRP/NPD/DVU6,1979,%,0.004
Bremen,DP,1979,%,
Bremen,GB/BHE,1979,%,
Bremen,WdF,1979,%,
Bremen,AFB,1979,%,
Bremen,Schill,1979,%,
Bremen,BIW,1979,%,
Bremen,PIRATEN,1979,%,
Bremen,Sonstige,1979,%,0.016
Bremen,Wahlbeteiligung,1983,%,0.797
Bremen,SPD,1983,%,0.513
Bremen,CDU,1983,%,0.33299999999999996
Bremen,FDP2,1983,%,0.046
Bremen,GRÜNE3,1983,%,0.054000000000000006
Bremen,PDS/DIE LINKE4,1983,%,
Bremen,AfD,1983,%,
Bremen,KPD/DKP5,1983,%,
Bremen,SRP/NPD/DVU6,1983,%,
Bremen,DP,1983,%,
Bremen,GB/BHE,1983,%,
Bremen,WdF,1983,%,
Bremen,AFB,1983,%,
Bremen,Schill,1983,%,
Bremen,BIW,1983,%,
Bremen,PIRATEN,1983,%,
Bremen,Sonstige,1983,%,0.053
Bremen,Wahlbeteiligung,1987,%,0.755
Bremen,SPD,1987,%,0.505
Bremen,CDU,1987,%,0.23399999999999999
Bremen,FDP2,1987,%,0.1
Bremen,GRÜNE3,1987,%,0.102
Bremen,PDS/DIE LINKE4,1987,%,
Bremen,AfD,1987,%,
Bremen,KPD/DKP5,1987,%,0.006
Bremen,SRP/NPD/DVU6,1987,%,0.034
Bremen,DP,1987,%,
Bremen,GB/BHE,1987,%,
Bremen,WdF,1987,%,
Bremen,AFB,1987,%,
Bremen,Schill,1987,%,
Bremen,BIW,1987,%,
Bremen,PIRATEN,1987,%,
Bremen,Sonstige,1987,%,0.018000000000000002
Bremen,Wahlbeteiligung,1991,%,0.722
Bremen,SPD,1991,%,0.38799999999999996
Bremen,CDU,1991,%,0.307
Bremen,FDP2,1991,%,0.095
Bremen,GRÜNE3,1991,%,0.114
Bremen,PDS/DIE LINKE4,1991,%,
Bremen,AfD,1991,%,
Bremen,KPD/DKP5,1991,%,
Bremen,SRP/NPD/DVU6,1991,%,0.062
Bremen,DP,1991,%,
Bremen,GB/BHE,1991,%,
Bremen,WdF,1991,%,
Bremen,AFB,1991,%,
Bremen,Schill,1991,%,
Bremen,BIW,1991,%,
Bremen,PIRATEN,1991,%,
Bremen,Sonstige,1991,%,0.035
Bremen,Wahlbeteiligung,1995,%,0.6859999999999999
Bremen,SPD,1995,%,0.33399999999999996
Bremen,CDU,1995,%,0.326
Bremen,FDP2,1995,%,0.034
Bremen,GRÜNE3,1995,%,0.131
Bremen,PDS/DIE LINKE4,1995,%,0.024
Bremen,AfD,1995,%,
Bremen,KPD/DKP5,1995,%,
Bremen,SRP/NPD/DVU6,1995,%,0.025
Bremen,DP,1995,%,
Bremen,GB/BHE,1995,%,
Bremen,WdF,1995,%,
Bremen,AFB,1995,%,0.107
Bremen,Schill,1995,%,
Bremen,BIW,1995,%,
Bremen,PIRATEN,1995,%,
Bremen,Sonstige,1995,%,0.021
Bremen,Wahlbeteiligung,1999,%,0.601
Bremen,SPD,1999,%,0.426
Bremen,CDU,1999,%,0.371
Bremen,FDP2,1999,%,0.025
Bremen,GRÜNE3,1999,%,0.09
Bremen,PDS/DIE LINKE4,1999,%,0.028999999999999998
Bremen,AfD,1999,%,
Bremen,KPD/DKP5,1999,%,
Bremen,SRP/NPD/DVU6,1999,%,0.03
Bremen,DP,1999,%,
Bremen,GB/BHE,1999,%,
Bremen,WdF,1999,%,
Bremen,AFB,1999,%,0.024
Bremen,Schill,1999,%,
Bremen,BIW,1999,%,
Bremen,PIRATEN,1999,%,
Bremen,Sonstige,1999,%,0.005
Bremen,Wahlbeteiligung,2003,%,0.613
Bremen,SPD,2003,%,0.423
Bremen,CDU,2003,%,0.298
Bremen,FDP2,2003,%,0.042
Bremen,GRÜNE3,2003,%,0.128
Bremen,PDS/DIE LINKE4,2003,%,0.017
Bremen,AfD,2003,%,
Bremen,KPD/DKP5,2003,%,
Bremen,SRP/NPD/DVU6,2003,%,0.023
Bremen,DP,2003,%,0.005
Bremen,GB/BHE,2003,%,
Bremen,WdF,2003,%,
Bremen,AFB,2003,%,
Bremen,Schill,2003,%,0.044000000000000004
Bremen,BIW,2003,%,
Bremen,PIRATEN,2003,%,
Bremen,Sonstige,2003,%,0.021
Bremen,Wahlbeteiligung,2007,%,0.5760000000000001
Bremen,SPD,2007,%,0.36700000000000005
Bremen,CDU,2007,%,0.256
Bremen,FDP2,2007,%,0.06
Bremen,GRÜNE3,2007,%,0.165
Bremen,PDS/DIE LINKE4,2007,%,0.084
Bremen,AfD,2007,%,
Bremen,KPD/DKP5,2007,%,
Bremen,SRP/NPD/DVU6,2007,%,0.027000000000000003
Bremen,DP,2007,%,
Bremen,GB/BHE,2007,%,
Bremen,WdF,2007,%,
Bremen,AFB,2007,%,
Bremen,Schill,2007,%,
Bremen,BIW,2007,%,0.008
Bremen,PIRATEN,2007,%,
Bremen,Sonstige,2007,%,0.031
Bremen,Wahlbeteiligung,2011,%,0.555
Bremen,SPD,2011,%,0.386
Bremen,CDU,2011,%,0.204
Bremen,FDP2,2011,%,0.024
Bremen,GRÜNE3,2011,%,0.225
Bremen,PDS/DIE LINKE4,2011,%,0.055999999999999994
Bremen,AfD,2011,%,
Bremen,KPD/DKP5,2011,%,
Bremen,SRP/NPD/DVU6,2011,%,0.016
Bremen,DP,2011,%,
Bremen,GB/BHE,2011,%,
Bremen,WdF,2011,%,
Bremen,AFB,2011,%,
Bremen,Schill,2011,%,
Bremen,BIW,2011,%,0.037000000000000005
Bremen,PIRATEN,2011,%,0.019
Bremen,Sonstige,2011,%,0.034
Bremen,Wahlbeteiligung,2015,%,0.502
Bremen,SPD,2015,%,0.32799999999999996
Bremen,CDU,2015,%,0.22399999999999998
Bremen,FDP2,2015,%,0.066
Bremen,GRÜNE3,2015,%,0.151
Bremen,PDS/DIE LINKE4,2015,%,0.095
Bremen,AfD,2015,%,0.055
Bremen,KPD/DKP5,2015,%,
Bremen,SRP/NPD/DVU6,2015,%,0.002
Bremen,DP,2015,%,
Bremen,GB/BHE,2015,%,
Bremen,WdF,2015,%,
Bremen,AFB,2015,%,
Bremen,Schill,2015,%,
Bremen,BIW,2015,%,0.032
Bremen,PIRATEN,2015,%,0.015
Bremen,Sonstige,2015,%,0.031
Bremen,Wahlbeteiligung,2019,%,0.6409999999999999
Bremen,SPD,2019,%,0.249
Bremen,CDU,2019,%,0.267
Bremen,FDP2,2019,%,0.059000000000000004
Bremen,GRÜNE3,2019,%,0.174
Bremen,PDS/DIE LINKE4,2019,%,0.113
Bremen,AfD,2019,%,0.061
Bremen,KPD/DKP5,2019,%,
Bremen,SRP/NPD/DVU6,2019,%,
Bremen,DP,2019,%,
Bremen,GB/BHE,2019,%,
Bremen,WdF,2019,%,
Bremen,AFB,2019,%,
Bremen,Schill,2019,%,
Bremen,BIW,2019,%,0.024
Bremen,PIRATEN,2019,%,0.01
Bremen,Sonstige,2019,%,0.042
Bremen,Wahlbeteiligung,2023,%,0.569
Bremen,SPD,2023,%,0.298
Bremen,CDU,2023,%,0.262
Bremen,FDP2,2023,%,0.051
Bremen,GRÜNE3,2023,%,0.11900000000000001
Bremen,PDS/DIE LINKE4,2023,%,0.109
Bremen,AfD,2023,%,
Bremen,KPD/DKP5,2023,%,
Bremen,SRP/NPD/DVU6,2023,%,
Bremen,DP,2023,%,
Bremen,GB/BHE,2023,%,
Bremen,WdF,2023,%,
Bremen,AFB,2023,%,
Bremen,Schill,2023,%,
Bremen,BIW,2023,%,0.094
Bremen,PIRATEN,2023,%,0.002
Bremen,Sonstige,2023,%,0.066
Brandenburg,Wahlbeteiligung,1990,%,0.6709999999999999
Brandenburg,SPD,1990,%,0.382
Brandenburg,CDU,1990,%,0.294
Brandenburg,DIE LINKE¹,1990,%,0.134
Brandenburg,B’90/GRÜNE,1990,%,
Brandenburg,FDP,1990,%,0.066
Brandenburg,DVU,1990,%,
Brandenburg,BVB / FREIE WÄHLER³,1990,%,
Brandenburg,AfD,1990,%,
Brandenburg,BSW,1990,%,
Brandenburg,NPD,1990,%,
Brandenburg,REP,1990,%,0.011000000000000001
Brandenburg,Familie,1990,%,
Brandenburg,PIRATEN,1990,%,
Brandenburg,Tierschutzpartei,1990,%,
Brandenburg,Sonstige,1990,%,0.019
Brandenburg,Wahlbeteiligung,1994,%,0.563
Brandenburg,SPD,1994,%,0.541
Brandenburg,CDU,1994,%,0.187
Brandenburg,DIE LINKE¹,1994,%,0.187
Brandenburg,B’90/GRÜNE,1994,%,0.028999999999999998
Brandenburg,FDP,1994,%,0.022000000000000002
Brandenburg,DVU,1994,%,
Brandenburg,BVB / FREIE WÄHLER³,1994,%,
Brandenburg,AfD,1994,%,
Brandenburg,BSW,1994,%,
Brandenburg,NPD,1994,%,
Brandenburg,REP,1994,%,0.011000000000000001
Brandenburg,Familie,1994,%,
Brandenburg,PIRATEN,1994,%,
Brandenburg,Tierschutzpartei,1994,%,
Brandenburg,Sonstige,1994,%,0.022000000000000002
Brandenburg,Wahlbeteiligung,1999,%,0.5429999999999999
Brandenburg,SPD,1999,%,0.39299999999999996
Brandenburg,CDU,1999,%,0.266
Brandenburg,DIE LINKE¹,1999,%,0.233
Brandenburg,B’90/GRÜNE,1999,%,0.019
Brandenburg,FDP,1999,%,0.019
Brandenburg,DVU,1999,%,0.053
Brandenburg,BVB / FREIE WÄHLER³,1999,%,
Brandenburg,AfD,1999,%,
Brandenburg,BSW,1999,%,
Brandenburg,NPD,1999,%,
Brandenburg,REP,1999,%,
Brandenburg,Familie,1999,%,
Brandenburg,PIRATEN,1999,%,
Brandenburg,Tierschutzpartei,1999,%,
Brandenburg,Sonstige,1999,%,0.017
Brandenburg,Wahlbeteiligung,2004,%,0.564
Brandenburg,SPD,2004,%,0.319
Brandenburg,CDU,2004,%,0.19399999999999998
Brandenburg,DIE LINKE¹,2004,%,0.28
Brandenburg,B’90/GRÜNE,2004,%,0.036000000000000004
Brandenburg,FDP,2004,%,0.033
Brandenburg,DVU,2004,%,0.061
Brandenburg,BVB / FREIE WÄHLER³,2004,%,
Brandenburg,AfD,2004,%,
Brandenburg,BSW,2004,%,
Brandenburg,NPD,2004,%,
Brandenburg,REP,2004,%,
Brandenburg,Familie,2004,%,0.026000000000000002
Brandenburg,PIRATEN,2004,%,
Brandenburg,Tierschutzpartei,2004,%,
Brandenburg,Sonstige,2004,%,0.051
Brandenburg,Wahlbeteiligung,2009,%,0.67
Brandenburg,SPD,2009,%,0.33
Brandenburg,CDU,2009,%,0.198
Brandenburg,DIE LINKE¹,2009,%,0.272
Brandenburg,B’90/GRÜNE,2009,%,0.057
Brandenburg,FDP,2009,%,0.07200000000000001
Brandenburg,DVU,2009,%,0.011000000000000001
Brandenburg,BVB / FREIE WÄHLER³,2009,%,0.017
Brandenburg,AfD,2009,%,
Brandenburg,BSW,2009,%,
Brandenburg,NPD,2009,%,0.026000000000000002
Brandenburg,REP,2009,%,0.004
Brandenburg,Familie,2009,%,
Brandenburg,PIRATEN,2009,%,
Brandenburg,Tierschutzpartei,2009,%,
Brandenburg,Sonstige,2009,%,0.015
Brandenburg,Wahlbeteiligung,2014,%,0.479
Brandenburg,SPD,2014,%,0.319
Brandenburg,CDU,2014,%,0.23
Brandenburg,DIE LINKE¹,2014,%,0.18600000000000003
Brandenburg,B’90/GRÜNE,2014,%,0.062
Brandenburg,FDP,2014,%,0.015
Brandenburg,DVU,2014,%,
Brandenburg,BVB / FREIE WÄHLER³,2014,%,0.027000000000000003
Brandenburg,AfD,2014,%,0.122
Brandenburg,BSW,2014,%,
Brandenburg,NPD,2014,%,0.022000000000000002
Brandenburg,REP,2014,%,0.002
Brandenburg,Familie,2014,%,
Brandenburg,PIRATEN,2014,%,0.015
Brandenburg,Tierschutzpartei,2014,%,
Brandenburg,Sonstige,2014,%,0.002
Brandenburg,Wahlbeteiligung,2019,%,0.613
Brandenburg,SPD,2019,%,0.262
Brandenburg,CDU,2019,%,0.156
Brandenburg,DIE LINKE¹,2019,%,0.107
Brandenburg,B’90/GRÜNE,2019,%,0.10800000000000001
Brandenburg,FDP,2019,%,0.040999999999999995
Brandenburg,DVU,2019,%,
Brandenburg,BVB / FREIE WÄHLER³,2019,%,0.05
Brandenburg,AfD,2019,%,0.235
Brandenburg,BSW,2019,%,
Brandenburg,NPD,2019,%,
Brandenburg,REP,2019,%,
Brandenburg,Familie,2019,%,
Brandenburg,PIRATEN,2019,%,0.006999999999999999
Brandenburg,Tierschutzpartei,2019,%,0.026000000000000002
Brandenburg,Sonstige,2019,%,0.008
Brandenburg,Wahlbeteiligung,2024*,%,0.7290000000000001
Brandenburg,SPD,2024*,%,0.309
Brandenburg,CDU,2024*,%,0.121
Brandenburg,DIE LINKE¹,2024*,%,0.03
Brandenburg,B’90/GRÜNE,2024*,%,0.040999999999999995
Brandenburg,FDP,2024*,%,0.008
Brandenburg,DVU,2024*,%,
Brandenburg,BVB / FREIE WÄHLER³,2024*,%,0.026000000000000002
Brandenburg,AfD,2024*,%,0.292
Brandenburg,BSW,2024*,%,0.135
Brandenburg,NPD,2024*,%,
Brandenburg,REP,2024*,%,
Brandenburg,Familie,2024*,%,
Brandenburg,PIRATEN,2024*,%,
Brandenburg,Tierschutzpartei,2024*,%,0.02
Brandenburg,Sonstige,2024*,%,0.018000000000000002
Nordrhein-Westfalen,Wahlbeteiligung,1947,%,0.6729999999999999
Nordrhein-Westfalen,CDU,1947,%,0.376
Nordrhein-Westfalen,SPD,1947,%,0.32
Nordrhein-Westfalen,FDP,1947,%,0.059000000000000004
Nordrhein-Westfalen,GRÜNE,1947,%,
Nordrhein-Westfalen,DIE LINKE¹,1947,%,
Nordrhein-Westfalen,PIRATEN,1947,%,
Nordrhein-Westfalen,AfD,1947,%,
Nordrhein-Westfalen,NPD,1947,%,
Nordrhein-Westfalen,KPD/DKP²,1947,%,0.14
Nordrhein-Westfalen,Zentrum,1947,%,0.098
Nordrhein-Westfalen,REP,1947,%,
Nordrhein-Westfalen,Sonstige,1947,%,0.006999999999999999
Nordrhein-Westfalen,Wahlbeteiligung,1950,%,0.723
Nordrhein-Westfalen,CDU,1950,%,0.369
Nordrhein-Westfalen,SPD,1950,%,0.32299999999999995
Nordrhein-Westfalen,FDP,1950,%,0.121
Nordrhein-Westfalen,GRÜNE,1950,%,
Nordrhein-Westfalen,DIE LINKE¹,1950,%,
Nordrhein-Westfalen,PIRATEN,1950,%,
Nordrhein-Westfalen,AfD,1950,%,
Nordrhein-Westfalen,NPD,1950,%,
Nordrhein-Westfalen,KPD/DKP²,1950,%,0.055
Nordrhein-Westfalen,Zentrum,1950,%,0.075
Nordrhein-Westfalen,REP,1950,%,
Nordrhein-Westfalen,Sonstige,1950,%,0.057
Nordrhein-Westfalen,Wahlbeteiligung,1954,%,0.726
Nordrhein-Westfalen,CDU,1954,%,0.413
Nordrhein-Westfalen,SPD,1954,%,0.345
Nordrhein-Westfalen,FDP,1954,%,0.115
Nordrhein-Westfalen,GRÜNE,1954,%,
Nordrhein-Westfalen,DIE LINKE¹,1954,%,
Nordrhein-Westfalen,PIRATEN,1954,%,
Nordrhein-Westfalen,AfD,1954,%,
Nordrhein-Westfalen,NPD,1954,%,
Nordrhein-Westfalen,KPD/DKP²,1954,%,0.038
Nordrhein-Westfalen,Zentrum,1954,%,0.04
Nordrhein-Westfalen,REP,1954,%,
Nordrhein-Westfalen,Sonstige,1954,%,0.049
Nordrhein-Westfalen,Wahlbeteiligung,1958,%,0.7659999999999999
Nordrhein-Westfalen,CDU,1958,%,0.505
Nordrhein-Westfalen,SPD,1958,%,0.392
Nordrhein-Westfalen,FDP,1958,%,0.071
Nordrhein-Westfalen,GRÜNE,1958,%,
Nordrhein-Westfalen,DIE LINKE¹,1958,%,
Nordrhein-Westfalen,PIRATEN,1958,%,
Nordrhein-Westfalen,AfD,1958,%,
Nordrhein-Westfalen,NPD,1958,%,
Nordrhein-Westfalen,KPD/DKP²,1958,%,
Nordrhein-Westfalen,Zentrum,1958,%,0.01
Nordrhein-Westfalen,REP,1958,%,
Nordrhein-Westfalen,Sonstige,1958,%,0.022000000000000002
Nordrhein-Westfalen,Wahlbeteiligung,1962,%,0.7340000000000001
Nordrhein-Westfalen,CDU,1962,%,0.46399999999999997
Nordrhein-Westfalen,SPD,1962,%,0.433
Nordrhein-Westfalen,FDP,1962,%,0.068
Nordrhein-Westfalen,GRÜNE,1962,%,
Nordrhein-Westfalen,DIE LINKE¹,1962,%,
Nordrhein-Westfalen,PIRATEN,1962,%,
Nordrhein-Westfalen,AfD,1962,%,
Nordrhein-Westfalen,NPD,1962,%,
Nordrhein-Westfalen,KPD/DKP²,1962,%,
Nordrhein-Westfalen,Zentrum,1962,%,0.009000000000000001
Nordrhein-Westfalen,REP,1962,%,
Nordrhein-Westfalen,Sonstige,1962,%,0.026000000000000002
Nordrhein-Westfalen,Wahlbeteiligung,1966,%,0.765
Nordrhein-Westfalen,CDU,1966,%,0.428
Nordrhein-Westfalen,SPD,1966,%,0.495
Nordrhein-Westfalen,FDP,1966,%,0.07400000000000001
Nordrhein-Westfalen,GRÜNE,1966,%,
Nordrhein-Westfalen,DIE LINKE¹,1966,%,
Nordrhein-Westfalen,PIRATEN,1966,%,
Nordrhein-Westfalen,AfD,1966,%,
Nordrhein-Westfalen,NPD,1966,%,
Nordrhein-Westfalen,KPD/DKP²,1966,%,
Nordrhein-Westfalen,Zentrum,1966,%,0.002
Nordrhein-Westfalen,REP,1966,%,
Nordrhein-Westfalen,Sonstige,1966,%,0.001
Nordrhein-Westfalen,Wahlbeteiligung,1970,%,0.735
Nordrhein-Westfalen,CDU,1970,%,0.46299999999999997
Nordrhein-Westfalen,SPD,1970,%,0.461
Nordrhein-Westfalen,FDP,1970,%,0.055
Nordrhein-Westfalen,GRÜNE,1970,%,
Nordrhein-Westfalen,DIE LINKE¹,1970,%,
Nordrhein-Westfalen,PIRATEN,1970,%,
Nordrhein-Westfalen,AfD,1970,%,
Nordrhein-Westfalen,NPD,1970,%,0.011000000000000001
Nordrhein-Westfalen,KPD/DKP²,1970,%,0.009000000000000001
Nordrhein-Westfalen,Zentrum,1970,%,0.001
Nordrhein-Westfalen,REP,1970,%,
Nordrhein-Westfalen,Sonstige,1970,%,
Nordrhein-Westfalen,Wahlbeteiligung,1975,%,0.861
Nordrhein-Westfalen,CDU,1975,%,0.47100000000000003
Nordrhein-Westfalen,SPD,1975,%,0.451
Nordrhein-Westfalen,FDP,1975,%,0.067
Nordrhein-Westfalen,GRÜNE,1975,%,
Nordrhein-Westfalen,DIE LINKE¹,1975,%,
Nordrhein-Westfalen,PIRATEN,1975,%,
Nordrhein-Westfalen,AfD,1975,%,
Nordrhein-Westfalen,NPD,1975,%,0.004
Nordrhein-Westfalen,KPD/DKP²,1975,%,0.005
